slug,name,category,history_source_mode,has_avax_history,has_total_history,avax_history_days,total_history_days,current_avax_core_tvl,current_total_core_tvl,current_non_avax_core_tvl,current_avax_share,active_chain_count_core,data_quality_score_v2,current_status,current_tvl_band_avax,low_tvl_now_avax,migrated_candidate,core_eligible,core_universe_status,boundary_reason,label_confidence_v2,structural_decay_label_v2,structural_decay_target_v2
olive-cash,Olive Cash,Yield,avax_core,1,1,1772,1772,24472.93823,93670.39174,69197.45351,0.26126653017454327,3.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,structural_decay,1.0
omni-exchange-flux,Omni Exchange Flux,Dexs,avax_core,1,1,236,236,13.36378,718.7416499999999,705.3778699999999,0.018593301223047254,0.0,0.893973,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,0.893973,censored,
omni-exchange-v2,Omni Exchange V2,Dexs,avax_core,1,1,231,231,8.4203,4710.273810000001,4701.853510000001,0.001787645546660906,0.0,0.889863,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,0.889863,censored,
omni-exchange-v3,Omni Exchange V3,Dexs,avax_core,1,1,236,236,46.01505,26536.18533,26490.17028,0.00173404916448102,1.0,0.893973,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,0.893973,censored,
omnibtc,OmniBTC,Lending,avax_core,1,1,875,933,0.00307,1908706.7100999998,1908706.7070299997,1.6084189277247096e-09,1.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
onavax,onAVAX,Dexs,avax_core,1,1,1329,1329,355.91184,355.91184,0.0,1.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
onx-finance,OnX Finance,Yield Aggregator,avax_core,1,1,1462,1820,0.0,249382.94039,249382.94039,0.0,1.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
openocean,OpenOcean,DEX Aggregator,avax_core,1,1,1582,1632,10310.59911,155393.55294,145082.95382999998,0.06635152433885781,3.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,structural_decay,1.0
opyn-gamma,Opyn Gamma,Options,avax_core,1,1,1849,1873,19499.67083,941674.5347099999,922174.86388,0.020707442020830646,2.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,structural_decay,1.0
orcadao,OrcaDAO,Lending,avax_core,1,1,1608,1608,9056.16498,9056.16498,0.0,1.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
ordernchaos,OrderNChaos,Algo-Stables,avax_core,1,1,1323,1323,14673.61689,60548.262480000005,45874.64559000001,0.24234579637767334,2.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,structural_decay,1.0
pangolin-v2,Pangolin V2,Dexs,avax_core,1,1,1769,1769,1805793.90713,1846483.06464,40689.15751000005,0.9779639692942794,2.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,resilient_or_unproven,0.0
pangolin-v3,Pangolin V3,Dexs,avax_core,1,1,217,217,403573.52605,419560.87598,15987.349930000026,0.9618950411125509,2.0,0.878356,active_on_avax,ge_10k,0.0,0,1,core_eligible,,0.878356,censored,
papa-dao,Papa DAO,Reserve Currency,avax_core,1,1,1548,1548,7.62014,7.62014,0.0,1.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
parallel-protocol-v3,Parallel Protocol V3,CDP,avax_core,1,1,174,223,2135857.78317,3206678.9540500003,1070821.17088,0.6660653635040188,4.0,0.856438,active_on_avax,ge_10k,0.0,0,1,core_eligible,,0.856438,censored,
partyswap,PartySwap,Dexs,avax_core,1,1,1555,1555,4445.55758,4445.55758,0.0,1.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
pendle,Pendle,Yield,avax_core,1,1,1573,1699,52546.62706,2149026798.77143,2148974252.14437,2.4451359606143678e-05,11.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,resilient_or_unproven,0.0
penguin-finance,Penguin Finance,Yield,avax_core,1,1,1696,1787,88332.7646,88332.7646,0.0,1.0,1.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,structural_decay,1.0
pharaoh-cl,Pharaoh CL,Dexs,avax_core,1,1,815,815,6313986.75455,6313986.75455,0.0,1.0,1.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,resilient_or_unproven,0.0
pharaoh-legacy,Pharaoh Legacy,Dexs,avax_core,1,1,727,727,3486041.87088,3486041.87088,0.0,1.0,1.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,resilient_or_unproven,0.0
pharaoh-v3,Pharaoh V3,Dexs,avax_core,1,1,147,147,29598842.50312,29598842.50312,0.0,1.0,1.0,0.820822,active_on_avax,ge_10k,0.0,0,1,core_eligible,,0.820822,censored,
pharaoh-v3-legacy,Pharaoh V3 Legacy,Dexs,avax_core,1,1,147,147,1139551.65045,1139551.65045,0.0,1.0,1.0,0.820822,active_on_avax,ge_10k,0.0,0,1,core_eligible,,0.820822,censored,
phuture,Phuture,Indexes,avax_core,1,1,1268,1362,858275.15935,861499.41787,3224.258520000032,0.99625738746525,1.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,resilient_or_unproven,0.0
piggy-finance,Piggy Finance,Yield,avax_core,1,1,616,616,0.0,0.0,0.0,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
piggybank-dao,Piggybank DAO,Reserve Currency,avax_core,1,1,655,655,0.0,0.0,0.0,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
pinksale,PinkSale,Launchpad,avax_core,1,1,1281,1281,55242.96014,165799955.11686,165744712.15672,0.00033319044086027263,5.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,resilient_or_unproven,0.0
piratedao,PirateDAO,Reserve Currency,avax_core,1,1,1533,1533,800.67862,800.67862,0.0,1.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
platypus-finance,Platypus Finance,Dexs,avax_core,1,1,1561,1561,46567.27869,46567.27869,0.0,1.0,1.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,structural_decay,1.0
ploutos-money,Ploutos Money,Lending,avax_core,1,1,9,152,10576.20272,18055.375659999998,7479.172939999999,0.5857647561125294,1.0,0.746575,active_on_avax,ge_10k,0.0,0,1,core_eligible,,0.746575,insufficient_early_window,
polar-bear-finance,Polar Bear Finance,Algo-Stables,avax_core,1,1,1457,1457,0.0,0.0,0.0,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
poolside,Poolside,Dexs,avax_core,1,1,872,872,199.14263,37544.03495,37344.89232,0.00530424154636581,1.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
pooltogether-v4,PoolTogether V4,Yield Lottery,avax_core,1,1,866,866,16032.46694,752539.11728,736506.65034,0.02130449643328606,4.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,resilient_or_unproven,0.0
poolz-vesting,Poolz Vesting,Launchpad,avax_core,1,1,172,576,0.0,18899.81432,18899.81432,0.0,1.0,0.894247,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,0.894247,censored,
prime-protocol,Prime Protocol,Lending,avax_core,1,1,1027,1027,32166.41056,375150.93450999993,342984.52394999994,0.0857425841202125,8.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,resilient_or_unproven,0.0
printyfinance,printyfinance,Dexs,avax_core,1,1,1052,1052,1186.89352,1186.89352,0.0,1.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
projectx,ProjectX,Yield,avax_core,1,1,572,572,0.0,0.0,0.0,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
pumpspace,PumpSpace,Dexs,avax_core,1,1,123,123,1231513.0,1231513.0,0.0,1.0,1.0,0.801096,active_on_avax,ge_10k,0.0,0,1,core_eligible,,0.801096,censored,
pyreswap,PyreSwap,Dexs,avax_core,1,1,714,714,5981.59895,36919.88829,30938.289340000003,0.16201562970655453,2.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
qidao,QiDao,CDP,avax_core,1,1,1573,1770,132867.71223,3092526.83307,2959659.12084,0.04296412590803622,8.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,resilient_or_unproven,0.0
r-u-generous,R U Generous,Reserve Currency,avax_core,1,1,1561,1561,0.0,0.0,0.0,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
radioshack,RadioShack,Dexs,avax_core,1,1,1432,1432,113512.26109,510975.74986000004,397463.48877000005,0.22214803955197623,4.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,structural_decay,1.0
ragnarokdao,RagnarokDAO,Reserve Currency,avax_core,1,1,1542,1542,0.0,0.0,0.0,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
ramp,Ramp,CDP,avax_core,1,1,1287,1449,0.0,0.0,0.0,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
re7-labs,Re7 Labs,Risk Curators,avax_core,1,1,412,412,20037875.99299,103242463.05899,83204587.066,0.1940856058571645,13.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,censored,
rehold-v1,ReHold V1,Yield,avax_core,1,1,1053,1107,0.0,0.14031,0.14031,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
rehold-v2,ReHold V2,Yield,avax_core,1,1,943,943,0.88033,14.374820000000001,13.49449,0.06124111467134892,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,resilient_or_unproven,0.0
reservoir,Reservoir,Dexs,avax_core,1,1,897,897,17.20546,17.20546,0.0,1.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
return-finance,Return Finance,Yield Aggregator,avax_core,1,1,726,726,0.05293,257.03934,256.98641,0.00020592178613592767,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
revest-finance,Revest Finance,NFT Lending,avax_core,1,1,1505,1541,7.194,90470.48027000001,90463.28627000001,7.951765016091694e-05,1.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
ribbon,Ribbon,Options Vault,avax_core,1,1,1531,1786,80677.9647,3619171.38654,3538493.42184,0.022291833152762005,3.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,structural_decay,1.0
ripae,Ripae,Algo-Stables,avax_core,1,1,1459,1490,0.0,0.0,0.0,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
risk-harbor,Risk Harbor,Insurance,avax_core,1,1,1316,1435,1734.08486,38719.40077,36985.31591,0.044785942589885795,2.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,resilient_or_unproven,0.0
robo-vault,Robo-Vault,Yield,avax_core,1,1,1330,1637,1824.01214,3799.72537,1975.71323,0.48003788758028054,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
royco-v2,Royco V2,Yield,avax_core,1,1,19,19,4528144.60045,10243337.974909998,5715193.374459999,0.4420575218294294,2.0,0.715616,active_on_avax,ge_10k,0.0,0,1,core_eligible,,0.715616,insufficient_early_window,
rubydex,RubyDex,Derivatives,avax_core,1,1,860,1144,0.0,24.138450000000002,24.138450000000002,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
salvor,Salvor,NFT Marketplace,avax_core,1,1,766,766,469465.41849,469465.41849,0.0,1.0,1.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,resilient_or_unproven,0.0
sashimidao,SashimiDAO,Reserve Currency,avax_core,1,1,602,602,1.44295,1.44295,0.0,1.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
seafi,SeaFi,Yield,avax_core,1,1,748,748,292308.21495,292308.21495,0.0,1.0,1.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,resilient_or_unproven,0.0
secondswap,SecondSwap,OTC Marketplace,avax_core,1,1,17,17,79.36017,1981344.34033,1981264.98016,4.0053699089367915e-05,1.0,0.713973,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,0.713973,insufficient_early_window,
secured-finance-lending,Secured Finance Lending,Lending,avax_core,1,1,737,737,204.03477,433442.26044,433238.22566999996,0.00047073114142787625,2.0,1.0,low_tvl_on_avax,lt_10k,1.0,1,1,core_eligible,,1.0,structural_decay,1.0
securo-finance,Securo Finance,Indexes,avax_core,1,1,1320,1320,17.0,36.0,19.0,0.4722222222222222,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
sherpa-cash,Sherpa Cash,Privacy,avax_core,1,1,1441,1441,14788.2236,14788.2236,0.0,1.0,1.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,structural_decay,1.0
sierra,Sierra,Reserve Currency,avax_core,1,1,604,604,842.25292,842.25292,0.0,1.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
sierra-protocol,Sierra Protocol,Yield,avax_core,1,1,34,34,4790973.14188,4790973.14188,0.0,1.0,1.0,0.727945,active_on_avax,ge_10k,0.0,0,1,core_eligible,,0.727945,no_future_window,
silo-v2,Silo V2,Lending,avax_core,1,1,253,423,9070465.1262,45038011.27053,35967546.14433,0.20139577371026446,4.0,0.93863,active_on_avax,ge_10k,0.0,0,1,core_eligible,,0.93863,censored,
singular-farm,Singular Farm,Yield,avax_core,1,1,1634,1634,3916.68297,22318.716169999996,18402.033199999998,0.17548872167049923,1.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
smartcoin,SmartCoin,Yield,avax_core,1,1,1595,1595,0.0,0.0,0.0,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
snowball,Snowball,Yield,avax_core,1,1,1675,1675,308229.11437,308229.11437,0.0,1.0,1.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,resilient_or_unproven,0.0
snowbank,Snowbank,Reserve Currency,avax_core,1,1,1582,1582,0.0,0.0,0.0,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
snowcatdao,SnowCatDAO,Reserve Currency,avax_core,1,1,1533,1533,0.0,0.0,0.0,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
snowdog,Snowdog,Reserve Currency,avax_core,1,1,655,655,0.29157,0.29157,0.0,1.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
snowtomb,Snowtomb,Algo-Stables,avax_core,1,1,1500,1500,0.0,0.0,0.0,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
snowyowl,Snowyowl,Algo-Stables,avax_core,1,1,1465,1465,0.0,0.0,0.0,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
solisnek-finance,SoliSnek Finance,Dexs,avax_core,1,1,1064,1064,9327.55964,9327.55964,0.0,1.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
solv-strategies,Solv Strategies,Onchain Capital Allocator,avax_core,1,1,307,307,13582729.6996,55962894.62075,42380164.92115,0.24270956303542912,3.0,0.952329,active_on_avax,ge_10k,0.0,0,1,core_eligible,,0.952329,censored,
soulswap,SoulSwap,Dexs,avax_core,1,1,1236,1635,188.00008,2346.6102499999997,2158.61017,0.0801155965290785,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
spark-liquidity-layer,Spark Liquidity Layer,Onchain Capital Allocator,avax_core,1,1,132,340,10002098.66212,1465787143.3164,1455785044.65428,0.006823704729385103,6.0,0.865479,active_on_avax,ge_10k,0.0,0,1,core_eligible,,0.865479,no_future_window,
spark-savings,Spark Savings,Yield,avax_core,1,1,137,179,182441926.14557,1437126462.78224,1254684536.6366699,0.12694911051346666,6.0,0.82411,active_on_avax,ge_10k,0.0,0,1,core_eligible,,0.82411,censored,
spectra-v2,Spectra V2,Yield,avax_core,1,1,249,650,4715169.85942,28746787.94772,24031618.088299997,0.1640242335246354,11.0,0.936438,active_on_avax,ge_10k,0.0,0,1,core_eligible,,0.936438,censored,
spice-trade,Spice Trade,Algo-Stables,avax_core,1,1,1370,1370,2493.64468,8995.345249999998,6501.700569999999,0.2772150051717026,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
spicy-dao,Spicy DAO,Reserve Currency,avax_core,1,1,1536,1536,272.16475,272.16475,0.0,1.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
spiritdao,SpiritDAO,Reserve Currency,avax_core,1,1,1538,1538,2011.69528,2011.69528,0.0,1.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
stabilize,Stabilize,CDP,avax_core,1,1,1587,1587,19552.07517,19552.07517,0.0,1.0,1.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,structural_decay,1.0
stable-jack-v1,Stable Jack V1,Yield,avax_core,1,1,623,623,1629502.68521,1629502.68521,0.0,1.0,1.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,resilient_or_unproven,0.0
stable-jack-v2,Stable Jack V2,Yield,avax_core,1,1,313,336,2792.78744,12766.63845,9973.85101,0.2187566798368916,0.0,0.963562,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,0.963562,censored,
stackfi,StackFi,Lending,avax_core,1,1,42,42,638.55592,650.1932,11.637280000000032,0.98210181219982,0.0,0.734521,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,0.734521,no_future_window,
stake-dao,Stake DAO,Yield,avax_core,1,1,1579,1797,209764.18038,170329500.96591002,170119736.78553003,0.001231519960960741,8.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,structural_decay,1.0
steadefi,Steadefi,Leveraged Farming,avax_core,1,1,1061,1061,3.30143,576.13068,572.82925,0.005730349232573415,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
steakhut,SteakHut,Farm,avax_core,1,1,1383,1383,0.0,0.0,0.0,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,resilient_or_unproven,0.0
steakhut-liquidity,SteakHut Liquidity,Liquidity Manager,avax_core,1,1,1145,1145,58319.49596,62692.18278,4372.686820000003,0.9302514823045055,1.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,resilient_or_unproven,0.0
steer-protocol,Steer Protocol,Liquidity Manager,avax_core,1,1,951,982,1374.47132,26088285.674150005,26086911.202830005,5.268538290202476e-05,15.0,1.0,low_tvl_on_avax,lt_10k,1.0,1,1,core_eligible,,1.0,structural_decay,1.0
stonedefi,StoneDefi,Yield Aggregator,avax_core,1,1,1518,1518,12124.19951,71483.96455,59359.765040000006,0.16960726208070953,3.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,structural_decay,1.0
stormswap,StormSwap,Yield,avax_core,1,1,1579,1645,8176.13153,9051.26644,875.1349099999998,0.9033135400663336,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,insufficient_early_window,
struct-finance,Struct Finance,Yield,avax_core,1,1,986,986,20357.63665,20357.63665,0.0,1.0,1.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,structural_decay,1.0
stryke-ssov,Stryke SSOV,Options,avax_core,1,1,1564,1610,0.0,11044.81295,11044.81295,0.0,1.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
subzero+,Subzero+,Reserve Currency,avax_core,1,1,1121,1121,0.0,0.0,0.0,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
subzero-zswap,Subzero ZSwap,Dexs,avax_core,1,1,1243,1243,1611.74715,1611.74715,0.0,1.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,resilient_or_unproven,0.0
superform,Superform,Yield Aggregator,avax_core,1,1,774,774,2980.87048,33213140.89469,33210160.02421,8.974973157316088e-05,5.0,1.0,low_tvl_on_avax,lt_10k,1.0,1,1,core_eligible,,1.0,resilient_or_unproven,0.0
sushi-bentobox,Sushi BentoBox,Yield,avax_core,1,1,1001,1001,0.0,2910360.65165,2910360.65165,0.0,3.0,1.0,low_tvl_on_avax,lt_10k,1.0,1,1,core_eligible,,1.0,resilient_or_unproven,0.0
sushi-kashi,Sushi Kashi,Lending,avax_core,1,1,1261,1414,1441.58292,142338.75280000002,140897.16988000003,0.010127831610450923,3.0,1.0,low_tvl_on_avax,lt_10k,1.0,1,1,core_eligible,,1.0,structural_decay,1.0
sushi-trident,Sushi Trident,Dexs,avax_core,1,1,1016,1112,0.0,274513.67626,274513.67626,0.0,2.0,1.0,low_tvl_on_avax,lt_10k,1.0,1,1,core_eligible,,1.0,structural_decay,1.0
sushiswap,SushiSwap,Dexs,avax_core,1,1,1695,1976,55299.27793,42497032.19267999,42441732.91474999,0.0013012503480072466,13.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,resilient_or_unproven,0.0
sushiswap-v3,SushiSwap V3,Dexs,avax_core,1,1,999,1005,34956.35305,84130277.98989001,84095321.63684002,0.0004155026452450416,18.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,resilient_or_unproven,0.0
suzaku,Suzaku,Restaking,avax_core,1,1,525,525,1357231.79622,1357231.79622,0.0,1.0,1.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,resilient_or_unproven,0.0
swapsicle-v1,Swapsicle V1,Dexs,avax_core,1,1,1377,1377,18693.30963,19203.51707,510.20744000000195,0.9734315626590582,1.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,structural_decay,1.0
swift-finance,Swift Finance,Yield,avax_core,1,1,1582,1582,768.51282,768.51282,0.0,1.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
swing-dao,Swing DAO,Reserve Currency,avax_core,1,1,613,613,0.02069,0.02069,0.0,1.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
symphony-finance,Symphony Finance,Dexs,avax_core,1,1,1002,1002,352.56038,853.52017,500.95979,0.4130662547787242,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
tarina,Tarina,Dexs,avax_core,1,1,1418,1418,52.42921,52.42921,0.0,1.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,resilient_or_unproven,0.0
tarot,Tarot,Lending,avax_core,1,1,1063,1670,6844.25188,573623.8573599999,566779.6054799999,0.011931602551364289,3.0,1.0,low_tvl_on_avax,lt_10k,1.0,1,1,core_eligible,,1.0,structural_decay,1.0
team-finance,Team Finance,Token Locker,avax_core,1,1,1246,1246,430493.34454,48825934.12943,48395440.78489,0.008816899301892079,7.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,resilient_or_unproven,0.0
teddy-cash,Teddy Cash,CDP,avax_core,1,1,1641,1641,14000.89466,14000.89466,0.0,1.0,1.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,structural_decay,1.0
tempodao,TempoDAO,Reserve Currency,avax_core,1,1,1548,1548,3.39632,3.39632,0.0,1.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
termfinance-lend,TermFinance Lend,Lending,avax_core,1,1,1002,1002,0.0,1855209.02352,1855209.02352,0.0,1.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,resilient_or_unproven,0.0
termfinance-vaults,TermFinance Vaults,Yield,avax_core,1,1,343,343,1384873.99908,15160463.86346,13775589.86438,0.09134773259925417,4.0,0.981918,active_on_avax,ge_10k,0.0,0,1,core_eligible,,0.981918,censored,
the-dragons-lair,The Dragon's Lair,Yield,avax_core,1,1,1629,1629,78.67273,78.67273,0.0,1.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
the-ennead-farm,The Ennead Farm,Yield,avax_core,1,1,964,964,62.93052,3718.9872,3656.05668,0.01692141344288574,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
the-seed-farm,The Seed Farm,Yield,avax_core,1,1,1531,1531,1947.86712,1947.86712,0.0,1.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
thetanuts-finance,Thetanuts Finance,Yield,avax_core,1,1,1496,1496,41293.25382,867571.50266,826278.24884,0.04759636951351405,6.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,structural_decay,1.0
thor-financial,Thor Financial,Yield,avax_core,1,1,572,572,0.0,0.0,0.0,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
thorchain-dex,Thorchain DEX,Dexs,avax_core,1,1,1065,1760,1006768.09347,65529398.338740006,64522630.24527001,0.015363609601079057,12.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,resilient_or_unproven,0.0
thorusfi,ThorusFi,Dexs,avax_core,1,1,1522,1522,12697.07777,12838.2832,141.20542999999998,0.9890012217521421,1.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,structural_decay,1.0
token-mill,Token Mill,Launchpad,avax_core,1,1,238,238,40862.3777,69025.07559,28162.697889999996,0.5919932336288515,2.0,0.895616,active_on_avax,ge_10k,0.0,0,1,core_eligible,,0.895616,censored,
tokensfarm,TokensFarm,Yield,avax_core,1,1,1411,1411,0.0,0.0,0.0,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
